id,area,feature,roles,user_entry,backend,origin,feature_flag,existing_tests,verify_by,side_effects,phase,data_risk,status_signals,confidence,capability_ledger_id,rails_routes,ember_routes
DATA-27,"Logs, reports, goals & lessons","User recordings library (recorded button sounds: play, transcript, edit, delete, batch record)",communicator; supervisor-SLP,"user.recordings, app/frontend/app/routes/user/recordings.js:11-15; app/frontend/app/templates/user/recordings.hbs:1-3 (modeling-only blocked, supervise required); app/frontend/app/controllers/user/recordings.js:17-26,64-96",api/sounds (index app/controllers/api/sounds_controller.rb:5; related routes); transcription app/models/button_sound.rb:44-49,upstream sweet-suite (vs sweet-suite mirror 55aaa8a: sounds_controller.rb churn 35%; button_sound.rb churn 15%; recordings.js churn 0% (frontend); recordings.js churn 48% (frontend); recordings.hbs churn 91% (frontend)),"audio_recordings (code: ENABLED_FRONTEND_FEATURES, lib/feature_flags.rb:120) but NOT READ; no premium gate",spec/controllers/api/sounds_controller_spec.rb,human: audio recording and playback on a device,destructive,2,yes: audio or video recordings; AI processing; organization roster or membership; board content,flag never read,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",no-voiceprints,,user.recordings:/recordings
DATA-28,"Logs, reports, goals & lessons","My trainings list (assigned lessons, completion status, rating face, launch)",anonymous; supervisor-SLP; org-admin,"user.lessons, app/frontend/app/routes/user/lessons.js:10-13; app/frontend/app/templates/user/lessons.hbs:17-36; launch app/frontend/app/controllers/user/lessons.js:67-73; dashboard Extras card app/frontend/app/components/dashboard/authenticated-view.js:1200","lessons come from user payload (app/frontend/app/models/user.js:156,560); api/lessons#index app/controllers/api/lessons_controller.rb:3 (user_id supervise :7; completion :37)",heavily modified (vs sweet-suite mirror 55aaa8a: lessons_controller.rb churn 38%; lesson.rb churn 16%; lessons.js churn 132% (frontend); lessons.hbs churn 73% (frontend); lessons.js absent; 1/1 routes are upstream actions),"lessons (code: ENABLED_FRONTEND_FEATURES, lib/feature_flags.rb:125) read at app/frontend/app/controllers/user/lessons.js:24 and authenticated-view.js:1200; premium: Extras card needs currently_premium_or_fully_purchased (authenticated-view.js:1200)",spec/controllers/api/lessons_controller_spec.rb; spec/models/lesson_spec.rb,agent: list and flag gating,none (read-only),7,no,stub,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /api/v1/lessons api/lessons#index,user.lessons:/lessons
DATA-29,"Logs, reports, goals & lessons",Lesson launch page by share link and completion rating,anonymous; supervisor-SLP; org-admin,"lesson, app/frontend/app/routes/lesson.js:76-91 (expired-link handling); app/frontend/app/controllers/lesson.js:101-110 (complete)",boards#lesson app/controllers/boards_controller.rb:98-108; api/lessons#show app/controllers/api/lessons_controller.rb:73 (nonce or allows? view :148-149; withhold content :156); #complete :115 (nonce :119; share token :122); also app/controllers/boards_controller.rb:98,heavily modified (vs sweet-suite mirror 55aaa8a: lessons_controller.rb churn 38%; boards_controller.rb churn 60%; lesson.rb churn 16%; lesson.js churn 789% (frontend); lesson.js churn 48% (frontend); lesson.hbs churn 114% (frontend); 3/3 routes are upstream actions),none on page,spec/controllers/api/lessons_controller_spec.rb; app/frontend/tests/acceptance/lesson_expired_test.js; spec/controllers/boards_controller_spec.rb,both: API; video/embedded lesson playback needs a human,writes,7,no,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /lessons/:lesson_id/:lesson_code/:user_token boards#lesson | POST /api/v1/lessons/:lesson_id/complete api/lessons#complete | GET /api/v1/lessons/:id api/lessons#show,lesson:/lessons/:lesson_id/:lesson_code/:user_token
DATA-30,"Logs, reports, goals & lessons","Org and unit lesson management (create, edit, assign to users/org/room, unassign, history)",anonymous; supervisor-SLP; org-admin,"organization.lessons app/frontend/app/controllers/organization/lessons.js:17,188; app/frontend/app/components/assign-lesson.js:82-120; room unassign app/frontend/app/controllers/confirm-delete-unit.js:39","api/lessons#index org/unit :3 (edit :16,:22); #create :41 (org/unit edit or user supervise :48-58; auto-assign :64); #update :105 (edit :108); #assign :130; #unassign :155",heavily modified (vs sweet-suite mirror 55aaa8a: lessons_controller.rb churn 38%; lesson.rb churn 16%; lesson.rb churn 87%; lessons.js churn 20% (frontend); assign-lesson.js churn 203% (frontend) (moved from app/frontend/app/controllers/modals/assign-lesson.js); 6/6 routes are upstream actions),lessons read at app/frontend/app/templates/organization.hbs:25,spec/controllers/api/lessons_controller_spec.rb; spec/models/lesson_spec.rb; spec/lib/json_api/lesson_spec.rb,agent: API,writes,7,no,no UI entry (API only),"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /api/v1/lessons api/lessons#index | POST /api/v1/lessons api/lessons#create | PATCH /api/v1/lessons/:id api/lessons#update | PUT /api/v1/lessons/:id api/lessons#update | POST /api/v1/lessons/:lesson_id/assign api/lessons#assign | POST /api/v1/lessons/:lesson_id/unassign api/lessons#unassign,
DATA-31,"Logs, reports, goals & lessons",Lesson recent list and lesson delete (broken stubs),org-admin,none (API/background only),api/lessons#recent app/controllers/api/lessons_controller.rb:68-71 (empty body); api/lessons#destroy :180-184,upstream sweet-suite (vs sweet-suite mirror 55aaa8a: lessons_controller.rb churn 38%; 2/2 routes are upstream actions),none,NONE,agent: API call shows failure,destructive,7,no,stub; dead or orphaned route or code,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /api/v1/lessons/:lesson_id/recent api/lessons#recent | DELETE /api/v1/lessons/:id api/lessons#destroy,
NEW-01,"LingoLinq-new: AI, clinical eval, multilingual, beta","Quick Screen Eval: intake, screening subtests, recommendation report, save as eval log",supervisor-SLP,Caseload tile 'Quick Screen Eval' app/frontend/app/templates/caseload.hbs:323-324 -> eval.quick app/frontend/app/routes/eval/quick.js:13-29 -> <EvalQuickScreen> app/frontend/app/templates/eval/quick.hbs:1,"none for scoring: done client-side in app/frontend/app/utils/eval_recommend.js (mirrors lib/eval_recommend.rb). Save goes to POST /api/v1/logs with log_type 'eval' (app/frontend/app/utils/eval_session.js:206,233; logs#create is not in this slice). Offline it falls back to stashes.log_event (eval_session.js:236-237)",LingoLinq-new (vs sweet-suite mirror 55aaa8a: quick.js absent; quick.js absent; quick.hbs absent; eval-quick-screen.js absent; eval-quick-screen.hbs absent; eval-quick-intake.js absent; eval-quick-runner.js absent; eval-quick-item.js absent; eval-quick-report.js absent; eval-page-set-card.js absent; eval_session.js absent; eval_recommend.js absent; eval_items.js absent; caseload.hbs absent),"quick_screen_eval (code: ENABLED_FRONTEND_FEATURES lib/feature_flags.rb:127), read at app/frontend/app/templates/caseload.hbs:313,323 and app/frontend/app/routes/eval/quick.js:17. eval_single_library (code: ENABLED lib/feature_flags.rb:126), read at app/frontend/app/utils/eval_session.js:170 and app/frontend/app/components/eval-quick-report.js:154-155. No premium gate.",app/frontend/tests/unit/utils/eval-session-test.js; app/frontend/tests/unit/utils/eval-recommend-test.js; app/frontend/tests/unit/utils/eval-auto-score-test.js,both: agent can check the saved log payload; a human is needed for touch subtests on a tablet and for the clinical sense of the recommendation,writes,6,yes: communicator usage logs or utterances; clinical or evaluation data,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,,eval:/eval | eval.quick:/quick/:user_id
NEW-02,"LingoLinq-new: AI, clinical eval, multilingual, beta",Quick Eval: build starter board from the recommendation,supervisor-SLP,"'Build starter board' on the Quick Screen report, app/frontend/app/components/eval-quick-report.js:222","POST /api/v1/boards at eval-quick-report.js:242 (boards#create, owned by the boards agent)",LingoLinq-new (vs sweet-suite mirror 55aaa8a: eval-quick-report.js absent; eval-quick-report.hbs absent; eval_board_builder.js absent),"quick_screen_eval (code: ENABLED lib/feature_flags.rb:127), gated by the route at app/frontend/app/routes/eval/quick.js:17",NONE,both: agent can check that the board is created; a human judges whether the layout suits the child,writes,6,yes: clinical or evaluation data; board content,,"ASSUMED: header comment read only and the ajax call site, not the payload builder",,,
NEW-03,"LingoLinq-new: AI, clinical eval, multilingual, beta","Targeted Eval: promote from Quick Screen (3-way library comparison, access co-trial, motor map)",supervisor-SLP,"'Promote to Targeted' on the report, app/frontend/app/components/eval-quick-screen.js:107-113 -> <EvalTargetedRunner> app/frontend/app/components/eval-quick-screen.hbs:29-31",none (client-side). Log is saved as in the Quick Screen row. Server mirror EvalRecommend.from_targeted is at lib/eval_recommend.rb:67,LingoLinq-new (vs sweet-suite mirror 55aaa8a: eval-targeted-runner.js absent; eval-quick-screen.js absent; eval_recommend.js absent; eval_grid_sweep.js absent; eval_access_detect.js absent; eval_recommend.rb absent),quick_screen_eval (code: ENABLED lib/feature_flags.rb:127),app/frontend/tests/unit/utils/eval-recommend-targeted-test.js; spec/lib/eval_recommend_spec.rb,human: needs touch or switch access trials and clinical judgment,writes,6,yes: clinical or evaluation data,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,,
NEW-04,"LingoLinq-new: AI, clinical eval, multilingual, beta","Comprehensive Eval (dynamic assessment, literacy probe, SETT form) with AI-drafted SLP narrative",supervisor-SLP,"'Promote to Comprehensive', app/frontend/app/components/eval-quick-screen.js:117-122 -> <EvalComprehensiveRunner>. 'Generate AI Narrative' is at app/frontend/app/components/eval-comprehensive-runner.js:335-400","api/eval_sessions#narrate app/controllers/api/eval_sessions_controller.rb:43-97 -> EvalNarrator.draft_narrative lib/eval_narrator.rb:100-121. Egress only when use_anthropic is true (controller.rb:73-74) AND the student passes EvalNarrator.ai_allowed_for? (eval_narrator.rb:146-151: COPPA, EU under-16, org opt-out). Otherwise it returns the deterministic template with no external call. Requester must supervise the student (controller.rb:58-61). Art. 50(1) backstop at controller.rb:84",LingoLinq-new (vs sweet-suite mirror 55aaa8a: log_session.rb churn 12%; eval_sessions_controller.rb absent; eval_narrator.rb absent; eval_narrator_model_allowlist.rb absent; eval-comprehensive-runner.js absent; eval-comprehensive-runner.hbs absent; 0/1 routes are upstream actions),"comprehensive_eval_ai (code: AVAILABLE only, off; lib/feature_flags.rb:26), read at app/controllers/api/eval_sessions_controller.rb:112 (via ai_feature_enabled_for? on the SLP) and app/frontend/app/components/eval-comprehensive-runner.js:68-69. It is in AI_FEATURES (lib/feature_flags.rb:173-174) but not in USER_PREF_AI_FEATURES, so it follows the ai_features_enabled master pref",spec/controllers/api/eval_sessions_controller_spec.rb; spec/lib/eval_narrator_spec.rb; spec/controllers/article_50_disclosure_backstop_coverage_spec.rb; app/frontend/tests/unit/utils/eval-recommend-comprehensive-test.js; app/frontend/tests/unit/utils/eval-prompt-hierarchy-test.js,"both: agent can check the flag, consent and template-fallback paths by API; a human judges narrative quality",external-send,6,yes: communicator usage logs or utterances; clinical or evaluation data; AI processing; audit or compliance records,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",ai-features-anthropic,POST /api/v1/eval_sessions/narrate api/eval_sessions#narrate,
NEW-05,"LingoLinq-new: AI, clinical eval, multilingual, beta",Eval protocol catalog API (static and org-scoped protocol templates),supervisor-SLP; system,none (API/background only): no frontend caller of /api/v1/eval_protocols found,"api/eval_protocols#index app/controllers/api/eval_protocols_controller.rb:4-20 (supervise check when user_id is given, line 8); #show :22-28 (allowed? view). Model is EvalProtocol.static_templates / find_by_code, app/models/eval_protocol.rb:59,71",LingoLinq-new (vs sweet-suite mirror 55aaa8a: eval_protocols_controller.rb absent; eval_protocol.rb absent; 0/2 routes are upstream actions),"quick_screen_eval (code: ENABLED lib/feature_flags.rb:127), read at app/controllers/api/eval_protocols_controller.rb:33",spec/controllers/api/eval_protocols_controller_spec.rb; spec/models/eval_protocol_spec.rb,agent: pure API,none (read-only),6,no,no UI entry (API only),"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /api/v1/eval_protocols api/eval_protocols#index | GET /api/v1/eval_protocols/:id api/eval_protocols#show,
NEW-06,"LingoLinq-new: AI, clinical eval, multilingual, beta",Server-side Quick Screen recommendation API (plus legacy eval_recommend alias),supervisor-SLP,none (API/background only): the frontend computes the recommendation client-side (app/frontend/app/utils/eval_recommend.js),api/eval_sessions#recommend app/controllers/api/eval_sessions_controller.rb:16-29 (supervise check line 20) -> EvalRecommend.from_quick_screen lib/eval_recommend.rb:32 and EvalProtocol.profile_for_intake app/models/eval_protocol.rb:48,LingoLinq-new (vs sweet-suite mirror 55aaa8a: eval_sessions_controller.rb absent; eval_recommend.rb absent; eval_protocol.rb absent; 0/2 routes are upstream actions),"quick_screen_eval (code: ENABLED lib/feature_flags.rb:127), read at app/controllers/api/eval_sessions_controller.rb:102",spec/controllers/api/eval_sessions_controller_spec.rb; spec/lib/eval_recommend_spec.rb,agent: pure API,none (read-only),6,yes: clinical or evaluation data,no UI entry (API only),CONFIRMED: cited lines re-read against the code by the author,,POST /api/v1/users/:user_id/eval_sessions/recommend api/eval_sessions#recommend | POST /api/v1/users/:user_id/eval_recommend api/eval_sessions#recommend,
